"completeID","fresh_weight","width","height","diameter","thickness","accession","species","pad_id","dataset","H_div_W","FW_div_W","FW_div_D","FW_div_H","FW_div_T","D_div_W","dry_weight"
"PARL 584-1-8",1609.2,20.5,44.5,107,25,584,"O. ficus-indica",1,"Year 1",2.17073170731707,78.4975609756098,15.0392523364486,36.161797752809,64.368,5.21951219512195,30.3559217301751
"PARL 584-1-6",1800.2,20.5,43,105,26.5,584,"O. ficus-indica",1,"Year 1",2.09756097560976,87.8146341463415,17.1447619047619,41.8651162790698,67.9320754716981,5.1219512195122,33.0611740473738
"PARL 584-1-2",2323.9,28.5,44.5,115.5,23.5,584,"O. ficus-indica",1,"Year 1",1.56140350877193,81.540350877193,20.1203463203463,52.2224719101124,98.8893617021277,4.05263157894737,35.0187435633368
"PARL 585-1-5",382.1,16.2,27.8,65.4,15,585,"O. ficus-indica",1,"Year 1",1.71604938271605,23.5864197530864,5.84250764525994,13.7446043165468,25.4733333333333,4.03703703703704,13.5228070175439
"PARL 585-1-4",439.9,14.5,26,64.5,19.5,585,"O. ficus-indica",1,"Year 1",1.79310344827586,30.3379310344828,6.82015503875969,16.9192307692308,22.5589743589744,4.44827586206897,14.1964912280702
"PARL 585-4-4",445.9,16.5,29.1,66.8,15,585,"O. ficus-indica",1,"Year 1",1.76363636363636,27.0242424242424,6.6751497005988,15.3230240549828,29.7266666666667,4.04848484848485,16.5543859649123
"PARL 585-2-7",452.4,14.2,22.9,60.4,20.1,585,"O. ficus-indica",1,"Year 1",1.61267605633803,31.8591549295775,7.49006622516556,19.7554585152838,22.5074626865672,4.25352112676056,17.1649122807018
"PARL 585-2-3",457.2,18.3,33,72.6,15.3,585,"O. ficus-indica",1,"Year 1",1.80327868852459,24.983606557377,6.29752066115702,13.8545454545455,29.8823529411765,3.9672131147541,17.5157894736842
"PARL 585-4-3",544.2,15.4,22.6,57.8,26.6,585,"O. ficus-indica",1,"Year 1",1.46753246753247,35.3376623376623,9.41522491349481,24.0796460176991,20.4586466165414,3.75324675324675,18.8070175438597
"PARL 585-2-5",581.2,16.2,28.5,71.9,18.2,585,"O. ficus-indica",1,"Year 1",1.75925925925926,35.8765432098765,8.08344923504868,20.3929824561404,31.9340659340659,4.43827160493827,18.9754385964912
"PARL 585-4-1",649.8,16.6,33.6,81.4,16.5,585,"O. ficus-indica",1,"Year 1",2.02409638554217,39.144578313253,7.98280098280098,19.3392857142857,39.3818181818182,4.90361445783132,19.0035087719298
"PARL 585-4-7",678,21,30.9,75.1,21.6,585,"O. ficus-indica",1,"Year 1",1.47142857142857,32.2857142857143,9.02796271637816,21.9417475728155,31.3888888888889,3.57619047619048,19.5859649122807
"PARL 585-2-8",692,18.3,33,69.8,18.5,585,"O. ficus-indica",1,"Year 1",1.80327868852459,37.8142076502732,9.91404011461318,20.969696969697,37.4054054054054,3.81420765027322,20.4421052631579
"PARL 585-1-7",722.3,15.8,34.5,83,21,585,"O. ficus-indica",1,"Year 1",2.18354430379747,45.7151898734177,8.70240963855422,20.936231884058,34.3952380952381,5.25316455696202,20.4561403508772
"PARL 585-4-8",762.8,17.9,32.1,79,23.1,585,"O. ficus-indica",1,"Year 1",1.79329608938548,42.6145251396648,9.65569620253165,23.7632398753894,33.021645021645,4.41340782122905,22.9473684210526
"PARL 585-2-1",787.4,18.4,29.9,75.4,20,585,"O. ficus-indica",1,"Year 1",1.625,42.7934782608696,10.4429708222812,26.3344481605351,39.37,4.09782608695652,23.5228070175439
"PARL 585-4-2",828.5,18.6,32.7,79.6,22.2,585,"O. ficus-indica",1,"Year 1",1.75806451612903,44.5430107526882,10.4082914572864,25.3363914373089,37.3198198198198,4.27956989247312,24.4842105263158
"PARL 585-2-6",829.8,17.4,32.4,81.3,20.8,585,"O. ficus-indica",1,"Year 1",1.86206896551724,47.6896551724138,10.2066420664207,25.6111111111111,39.8942307692308,4.67241379310345,24.7017543859649
"PARL 585-1-2",851.6,17.7,32.5,80.1,24.5,585,"O. ficus-indica",1,"Year 1",1.8361581920904,48.1129943502825,10.6317103620474,26.2030769230769,34.7591836734694,4.52542372881356,24.7017543859649
"PARL 585-4-5",860.9,18.5,34.4,82,23.3,585,"O. ficus-indica",1,"Year 1",1.85945945945946,46.5351351351351,10.4987804878049,25.0261627906977,36.9484978540773,4.43243243243243,25.480701754386
"PARL 585-2-2",880.5,20.2,32.6,83.1,20.9,585,"O. ficus-indica",1,"Year 1",1.61386138613861,43.5891089108911,10.5956678700361,27.0092024539877,42.1291866028708,4.11386138613861,25.7473684210526
"PARL 585-1-1",956.2,17.5,35.4,83.5,22.45,585,"O. ficus-indica",1,"Year 1",2.02285714285714,54.64,11.451497005988,27.0112994350283,42.5924276169265,4.77142857142857,26.2947368421053
"PARL 585-2-4",973.9,19.3,35.9,83,21.4,585,"O. ficus-indica",1,"Year 1",1.86010362694301,50.4611398963731,11.733734939759,27.1281337047354,45.5093457943925,4.30051813471503,29.621052631579
"PARL 585-1-6",996.1,18.7,40.8,93.9,26,585,"O. ficus-indica",1,"Year 1",2.18181818181818,53.2673796791444,10.6080937167199,24.4142156862745,38.3115384615385,5.02139037433155,31.340350877193
"PARL 585-4-6",1015.2,18.6,36.7,86.1,22.6,585,"O. ficus-indica",1,"Year 1",1.97311827956989,54.5806451612903,11.7909407665505,27.6621253405995,44.9203539823009,4.62903225806452,34.1333333333333
"PARL 585-1-3",1212.4,22.6,38.6,95.2,22,585,"O. ficus-indica",1,"Year 1",1.70796460176991,53.646017699115,12.7352941176471,31.4093264248705,55.1090909090909,4.21238938053097,36.1543859649123
"PARL 839-2-3",361.9,15.6,26,66.5,15.2,839,"O.undulata",1,"Year 1",1.66666666666667,23.1987179487179,5.44210526315789,13.9192307692308,23.8092105263158,4.26282051282051,16.0178841309824
"PARL 839-4-5",417.8,18.8,31.7,75.2,9.97,839,"O.undulata",1,"Year 1",1.68617021276596,22.2234042553191,5.55585106382979,13.1798107255521,41.9057171514544,4,16.8158690176322
"PARL 839-2-1",557.3,20.3,30.1,74.9,17.9,839,"O.undulata",1,"Year 1",1.48275862068966,27.4532019704433,7.44058744993324,18.514950166113,31.1340782122905,3.68965517241379,19.6088161209068
"PARL 839-4-3",599,21.6,36.6,85.8,11.2,839,"O.undulata",1,"Year 1",1.69444444444444,27.7314814814815,6.98135198135198,16.3661202185792,53.4821428571429,3.97222222222222,20.3319899244332
"PARL 839-4-8",674.9,22.8,23.9,79.3,20.4,839,"O.undulata",1,"Year 1",1.04824561403509,29.6008771929825,8.51071878940731,28.2384937238494,33.0833333333333,3.4780701754386,20.7476070528967
"PARL 839-2-7",703.6,17,26,73.4,28.7,839,"O.undulata",1,"Year 1",1.52941176470588,41.3882352941176,9.5858310626703,27.0615384615385,24.5156794425087,4.31764705882353,22.2770780856423
"PARL 839-2-6",787.8,24.1,31.9,88.9,16.4,839,"O.undulata",1,"Year 1",1.32365145228216,32.6887966804979,8.86164229471316,24.6959247648903,48.0365853658537,3.68879668049793,22.4765743073048
"PARL 839-4-2",788.7,23.7,36.9,90.3,12.4,839,"O.undulata",1,"Year 1",1.55696202531646,33.2784810126582,8.73421926910299,21.3739837398374,63.6048387096774,3.81012658227848,22.5098236775819
"PARL 839-1-3",885.9,24.6,34.7,94.6,19,839,"O.undulata",1,"Year 1",1.41056910569106,36.0121951219512,9.3646934460888,25.5302593659942,46.6263157894737,3.84552845528455,22.5680100755668
"PARL 839-4-6",898.3,28.2,30.6,88.6,15,839,"O.undulata",1,"Year 1",1.08510638297872,31.854609929078,10.1388261851016,29.3562091503268,59.8866666666667,3.14184397163121,23.1997481108312
"PARL 839-2-4",918.8,23.9,34.2,94,12.5,839,"O.undulata",1,"Year 1",1.43096234309623,38.4435146443515,9.77446808510638,26.8654970760234,73.504,3.93305439330544,24.2138539042821
"PARL 839-2-2",939.9,21.9,35.2,88.2,21.5,839,"O.undulata",1,"Year 1",1.60730593607306,42.9178082191781,10.656462585034,26.7017045454545,43.7162790697674,4.02739726027397,24.2304785894207
"PARL 839-1-6",948,24.4,31,90.5,17,839,"O.undulata",1,"Year 1",1.27049180327869,38.8524590163934,10.475138121547,30.5806451612903,55.7647058823529,3.70901639344262,27.8629722921914
"PARL 839-4-7",948.9,22.4,42.3,101.6,11.5,839,"O.undulata",1,"Year 1",1.88839285714286,42.3616071428571,9.33956692913386,22.4326241134752,82.5130434782609,4.53571428571429,29.0017632241814
"PARL 839-4-1",996.7,25.6,36.8,101.5,14.8,839,"O.undulata",1,"Year 1",1.4375,38.93359375,9.81970443349754,27.0842391304348,67.3445945945946,3.96484375,29.2594458438287
"PARL 839-1-8",1098.2,23.4,38.4,98.5,17,839,"O.undulata",1,"Year 1",1.64102564102564,46.9316239316239,11.1492385786802,28.5989583333333,64.6,4.20940170940171,29.2594458438287
"PARL 839-1-4",1131.2,24.2,34.5,94.5,22,839,"O.undulata",1,"Year 1",1.42561983471074,46.7438016528926,11.9703703703704,32.7884057971014,51.4181818181818,3.90495867768595,30.1821158690176
"PARL 839-1-5",1147.4,31.1,37.4,99.4,15,839,"O.undulata",1,"Year 1",1.20257234726688,36.8938906752412,11.5432595573441,30.6791443850267,76.4933333333333,3.19614147909968,30.4979848866499
"PARL 839-2-8",1254.7,26.4,36.9,102.5,18.4,839,"O.undulata",1,"Year 1",1.39772727272727,47.5265151515152,12.2409756097561,34.0027100271003,68.1902173913044,3.88257575757576,31.1463476070529
"PARL 839-1-7",1267,25.6,37.8,99.7,16,839,"O.undulata",1,"Year 1",1.4765625,49.4921875,12.7081243731194,33.5185185185185,79.1875,3.89453125,35.0863979848867
"PARL 839-2-5",1362.3,28,38.7,107.2,16.2,839,"O.undulata",1,"Year 1",1.38214285714286,48.6535714285714,12.7080223880597,35.2015503875969,84.0925925925926,3.82857142857143,37.1229219143577
"PARL 839-4-4",1481.9,28.6,36.9,106.9,18.8,839,"O.undulata",1,"Year 1",1.29020979020979,51.8146853146853,13.8624883068288,40.159891598916,78.8244680851064,3.73776223776224,40.4312342569269
"PARL 839-1-1",1587.7,29.4,46.9,119.4,17,839,"O.undulata",1,"Year 1",1.5952380952381,54.0034013605442,13.2973199329983,33.8528784648188,93.3941176470588,4.06122448979592,42.8251889168766
"PARL 845-1-2",454.5,17.1,31.6,75.4,13.5,845,"O. ficus-indica",1,"Year 1",1.84795321637427,26.5789473684211,6.02785145888594,14.3829113924051,33.6666666666667,4.4093567251462,18.9239789196311
"PARL 845-4-1",456.6,15.7,25.6,66.3,16.2,845,"O. ficus-indica",1,"Year 1",1.63057324840764,29.0828025477707,6.8868778280543,17.8359375,28.1851851851852,4.22292993630573,22.0670619235837
"PARL 845-2-1",457.8,15.2,26.2,63.7,19.2,845,"O. ficus-indica",1,"Year 1",1.72368421052632,30.1184210526316,7.18681318681319,17.4732824427481,23.84375,4.19078947368421,22.8808959156785
"PARL 845-1-5",464.2,15.8,24.3,66.2,16.3,845,"O. ficus-indica",1,"Year 1",1.5379746835443,29.379746835443,7.01208459214501,19.1028806584362,28.478527607362,4.18987341772152,23.3486166007905
"PARL 845-4-8",467.9,18.2,27.4,69.2,16.9,845,"O. ficus-indica",1,"Year 1",1.50549450549451,25.7087912087912,6.76156069364162,17.0766423357664,27.6863905325444,3.8021978021978,25.0698287220026
"PARL 845-4-5",495.5,17.1,24.2,64.1,19.5,845,"O. ficus-indica",1,"Year 1",1.41520467836257,28.9766081871345,7.73010920436818,20.4752066115702,25.4102564102564,3.74853801169591,25.2943346508564
"PARL 845-4-4",501.5,16.1,29.1,65.7,20.3,845,"O. ficus-indica",1,"Year 1",1.80745341614907,31.1490683229814,7.63318112633181,17.233676975945,24.7044334975369,4.08074534161491,25.3317523056654
"PARL 845-3-5",555.4,19.2,27.5,73.4,12.2,845,"O. ficus-indica",1,"Year 1",1.43229166666667,28.9270833333333,7.56675749318801,20.1963636363636,45.5245901639344,3.82291666666667,25.397233201581
"PARL 845-2-5",557,17.6,24.5,68,17.6,845,"O. ficus-indica",1,"Year 1",1.39204545454545,31.6477272727273,8.19117647058824,22.734693877551,31.6477272727273,3.86363636363636,26.1081686429513
"PARL 845-4-6",609.8,18.3,29.7,75.3,16.8,845,"O. ficus-indica",1,"Year 1",1.62295081967213,33.3224043715847,8.09827357237716,20.5319865319865,36.297619047619,4.11475409836066,27.2494071146245
"PARL 845-3-2",699.4,21.3,33.9,86.5,16.8,845,"O. ficus-indica",1,"Year 1",1.59154929577465,32.8356807511737,8.08554913294798,20.6312684365782,41.6309523809524,4.06103286384977,30.5889328063241
"PARL 845-1-6",719.7,19.2,26.9,73.7,18.3,845,"O. ficus-indica",1,"Year 1",1.40104166666667,37.484375,9.76526458616011,26.7546468401487,39.327868852459,3.83854166666667,31.3559947299078
"PARL 845-2-4",744.3,20.1,31.6,82.3,12.9,845,"O. ficus-indica",1,"Year 1",1.57213930348259,37.0298507462687,9.04374240583232,23.5537974683544,57.6976744186046,4.09452736318408,32.9275362318841
"PARL 845-4-3",749.3,20.2,33.4,86.6,18.3,845,"O. ficus-indica",1,"Year 1",1.65346534653465,37.0940594059406,8.65242494226328,22.4341317365269,40.9453551912568,4.28712871287129,32.9275362318841
"PARL 845-4-2",829.5,19.6,33.9,81.8,21.4,845,"O. ficus-indica",1,"Year 1",1.72959183673469,42.3214285714286,10.140586797066,24.4690265486726,38.7616822429907,4.1734693877551,33.9658761528327
"PARL 845-1-8",830.7,25.5,35.4,89,13.3,845,"O. ficus-indica",1,"Year 1",1.38823529411765,32.5764705882353,9.33370786516854,23.4661016949153,62.4586466165414,3.49019607843137,34.3213438735178
"PARL 845-1-3",831,22.4,28.9,79.3,19.3,845,"O. ficus-indica",1,"Year 1",1.29017857142857,37.0982142857143,10.4791929382093,28.7543252595156,43.0569948186528,3.54017857142857,35.0509881422925
"PARL 845-1-1",857,22.6,35.5,92.5,14.3,845,"O. ficus-indica",1,"Year 1",1.57079646017699,37.9203539823009,9.26486486486487,24.1408450704225,59.9300699300699,4.0929203539823,39.4849802371542
"PARL 845-3-6",888.6,22.3,34.8,89.6,16.9,845,"O. ficus-indica",1,"Year 1",1.56053811659193,39.847533632287,9.91741071428572,25.5344827586207,52.5798816568047,4.01793721973094,41.7768115942029
"PARL 845-3-3",909.4,20.7,28.1,77.1,27.4,845,"O. ficus-indica",1,"Year 1",1.35748792270531,43.9323671497585,11.7950713359274,32.3629893238434,33.1897810218978,3.72463768115942,45.4998682476943
"PARL 845-1-7",958.2,21.3,33.6,87.6,19.4,845,"O. ficus-indica",1,"Year 1",1.57746478873239,44.9859154929577,10.9383561643836,28.5178571428571,49.3917525773196,4.11267605633803,48.1939393939394
"PARL 845-2-2",1121.6,24.6,35.2,93.9,17.3,845,"O. ficus-indica",1,"Year 1",1.43089430894309,45.5934959349593,11.9446219382322,31.8636363636364,64.8323699421965,3.81707317073171,54.3865612648221
"PARL 845-3-7",1191.6,22.4,37.2,94.8,20.6,845,"O. ficus-indica",1,"Year 1",1.66071428571429,53.1964285714286,12.5696202531646,32.0322580645161,57.8446601941748,4.23214285714286,58.670882740448
"PARL 845-3-4",1207.1,22.9,38.4,97.9,19.7,845,"O. ficus-indica",1,"Year 1",1.67685589519651,52.7117903930131,12.3299284984678,31.4348958333333,61.2741116751269,4.27510917030568,60.7382081686429
"PARL 845-3-1",1213.5,24.2,35.4,92.1,21.2,845,"O. ficus-indica",1,"Year 1",1.46280991735537,50.1446280991736,13.1758957654723,34.2796610169492,57.2405660377359,3.80578512396694,69.634255599473
"PARL 845-3-8",1355.9,25.1,43.2,106.4,19.2,845,"O. ficus-indica",1,"Year 1",1.72111553784861,54.0199203187251,12.7434210526316,31.3865740740741,70.6197916666667,4.2390438247012,74.1524374176548
"PARL 845-2-3",1398.4,23.5,41.6,103.4,15,845,"O. ficus-indica",1,"Year 1",1.77021276595745,59.5063829787234,13.5241779497099,33.6153846153846,93.2266666666667,4.4,84.3581027667984
"PARL 845-2-7",1596,25.3,42.5,110,21.3,845,"O. ficus-indica",1,"Year 1",1.6798418972332,63.0830039525692,14.5090909090909,37.5529411764706,74.9295774647887,4.34782608695652,107.482213438735
"PARL 854-4-1",258.5,13.2,23.9,58.1,13.6,854,"O. ficus-indica",1,"Year 1",1.81060606060606,19.5833333333333,4.44922547332186,10.81589958159,19.0073529411765,4.40151515151515,17.5181818181818
"PARL 854-4-7",301.7,13.3,23.1,58.7,15.7,854,"O. ficus-indica",1,"Year 1",1.73684210526316,22.6842105263158,5.1396933560477,13.0606060606061,19.2165605095541,4.41353383458647,18.3909090909091
"PARL 854-1-4",307.6,14.2,24,62.5,13,854,"O. ficus-indica",1,"Year 1",1.69014084507042,21.6619718309859,4.9216,12.8166666666667,23.6615384615385,4.40140845070423,21.4454545454545
"PARL 854-2-2",319.8,13.3,19.5,51.8,22.5,854,"O. ficus-indica",1,"Year 1",1.46616541353383,24.0451127819549,6.17374517374517,16.4,14.2133333333333,3.89473684210526,22.2363636363636
"PARL 854-2-7",323.8,13.4,22.5,53.2,18.4,854,"O. ficus-indica",1,"Year 1",1.67910447761194,24.1641791044776,6.08646616541353,14.3911111111111,17.5978260869565,3.97014925373134,22.6909090909091
"PARL 854-2-4",347.5,15.7,25.5,62.2,14.6,854,"O. ficus-indica",1,"Year 1",1.62420382165605,22.1337579617834,5.58681672025723,13.6274509803922,23.8013698630137,3.96178343949045,24.3636363636364
"PARL 854-4-3",355.9,15.6,20.8,55.4,21.3,854,"O. ficus-indica",1,"Year 1",1.33333333333333,22.8141025641026,6.42418772563177,17.1105769230769,16.7089201877934,3.55128205128205,24.5818181818182
"PARL 854-2-8",365.4,14.5,27.4,65.5,16.6,854,"O. ficus-indica",1,"Year 1",1.88965517241379,25.2,5.57862595419847,13.3357664233577,22.0120481927711,4.51724137931035,24.6181818181818
"PARL 854-2-6",377.9,13.8,25.9,65.7,16.6,854,"O. ficus-indica",1,"Year 1",1.8768115942029,27.3840579710145,5.75190258751903,14.5907335907336,22.7650602409639,4.76086956521739,24.6818181818182
"PARL 854-1-8",398.5,14.5,24.5,62.5,17.32,854,"O. ficus-indica",1,"Year 1",1.68965517241379,27.4827586206897,6.376,16.265306122449,23.0080831408776,4.31034482758621,25.3727272727273
"PARL 854-4-2",407.3,14.3,24.9,59.1,20.9,854,"O. ficus-indica",1,"Year 1",1.74125874125874,28.4825174825175,6.8917089678511,16.3574297188755,19.488038277512,4.13286713286713,26.4818181818182
"PARL 854-4-8",414.8,14.8,22.6,56.9,21.6,854,"O. ficus-indica",1,"Year 1",1.52702702702703,28.027027027027,7.28998242530756,18.353982300885,19.2037037037037,3.84459459459459,26.5
"PARL 854-2-5",428,18.7,30.1,73.2,13.4,854,"O. ficus-indica",1,"Year 1",1.6096256684492,22.8877005347594,5.84699453551913,14.21926910299,31.9402985074627,3.9144385026738,29.7272727272727
"PARL 854-1-3",436.7,16.2,30.6,72.4,21.27,854,"O. ficus-indica",1,"Year 1",1.88888888888889,26.9567901234568,6.0317679558011,14.2712418300654,20.5312646920545,4.46913580246914,30.4727272727273
"PARL 854-1-2",479.6,15.3,24,64,20.47,854,"O. ficus-indica",1,"Year 1",1.56862745098039,31.3464052287582,7.49375,19.9833333333333,23.4294088910601,4.18300653594771,32
"PARL 854-4-4",484.8,16.3,22.7,58.4,22.3,854,"O. ficus-indica",1,"Year 1",1.39263803680982,29.7423312883436,8.3013698630137,21.3568281938326,21.7399103139013,3.58282208588957,32
"PARL 854-2-1",489,16.4,27.1,65.7,19.4,854,"O. ficus-indica",1,"Year 1",1.65243902439024,29.8170731707317,7.44292237442922,18.0442804428044,25.2061855670103,4.00609756097561,33.0090909090909
"PARL 854-1-6",517.5,18,27,69.5,16.27,854,"O. ficus-indica",1,"Year 1",1.5,28.75,7.44604316546763,19.1666666666667,31.8070067609097,3.86111111111111,33.3545454545455
"PARL 854-1-5",564.7,19.3,28.4,71.7,18.34,854,"O. ficus-indica",1,"Year 1",1.47150259067358,29.259067357513,7.87587168758717,19.8838028169014,30.7906215921483,3.71502590673575,34.0636363636364
"PARL 854-1-7",578.7,17.1,25.6,67.7,21.54,854,"O. ficus-indica",1,"Year 1",1.49707602339181,33.8421052631579,8.5480059084195,22.60546875,26.866295264624,3.95906432748538,38.3727272727273
"PARL 854-4-5",580,16.4,28.6,69.4,16.2,854,"O. ficus-indica",1,"Year 1",1.74390243902439,35.3658536585366,8.35734870317003,20.2797202797203,35.8024691358025,4.23170731707317,40.6
"PARL 854-4-6",580.2,18.5,24.4,66.4,19.3,854,"O. ficus-indica",1,"Year 1",1.31891891891892,31.3621621621622,8.73795180722892,23.7786885245902,30.0621761658031,3.58918918918919,44.2181818181818
"PARL 854-1-1",645.5,18.6,28,73.6,23.41,854,"O. ficus-indica",1,"Year 1",1.50537634408602,34.7043010752688,8.77038043478261,23.0535714285714,27.5736864587783,3.95698924731183,46.8363636363636
