,completeID,fresh_weight,width,height,diameter,thickness,accession,species,D_div_W,mean_freshweight,SEM_mean_fresh,mean_dryweight,SEM_mean_dry,Area,computed_dry_weight,Theo_Area,PartRatio,Pade_Peri,Pade_Derived_Diam
425,PARL 854-2-1,489,16.4,27.1,65.7,19.4,854,O. ficus-indica,4.006097561,2.31,0.94,0.21,0.07,318.825,44.45454545,349.0623597,0.06050469,138.7343493,44.16051493
426,PARL 854-2-2,319.8,13.3,19.5,51.8,22.5,854,O. ficus-indica,3.894736842,2.31,0.94,0.21,0.07,202.097,29.07272727,203.6930137,0.03573022,103.9667614,33.09364798
427,PARL 854-2-3,448.4,14.6,31.1,30.6,16.3,854,O. ficus-indica,2.095890411,2.31,0.94,0.21,0.07,331.871,40.76363636,356.6178901,0.13035734,148.2890652,47.20187546
428,PARL 854-2-4,347.5,15.7,25.5,62.2,14.6,854,O. ficus-indica,3.961783439,2.31,0.94,0.21,0.07,283.58,31.59090909,314.4341547,0.056579319,131.2710009,41.78485734
429,PARL 854-2-5,428,18.7,30.1,73.2,13.4,854,O. ficus-indica,3.914438503,2.31,0.94,0.21,0.07,366.642,38.90909091,442.0770642,0.054572024,155.4085596,49.4680809
430,PARL 854-2-6,377.9,13.8,25.9,65.7,16.6,854,O. ficus-indica,4.760869565,2.31,0.94,0.21,0.07,314.477,34.35454545,280.7170116,0.092894441,127.634922,40.62745751
431,PARL 854-2-7,323.8,13.4,22.5,53.2,18.4,854,O. ficus-indica,3.970149254,2.31,0.94,0.21,0.07,258.384,29.43636364,236.7975463,0.064253071,114.6022367,36.47902492
432,PARL 854-2-8,365.4,14.5,27.4,65.5,16.6,854,O. ficus-indica,4.517241379,2.31,0.94,0.21,0.07,298.197,33.21818182,312.0386903,0.094787567,134.7709467,42.89892469
433,PARL 854-3-1,448.2,17.3,29.1,70.6,14.6,854,O. ficus-indica,4.080924855,2.31,0.94,0.21,0.07,381.941,40.74545455,395.3929974,0.064673751,148.136454,47.15329781
434,PARL 854-3-2,379.7,15.5,23.9,62,16.3,854,O. ficus-indica,4,2.31,0.94,0.21,0.07,286.012,34.51818182,290.9507496,0.045453374,125.1893327,39.84900224
435,PARL 854-3-3,428.9,14.9,28.8,66.8,18,854,O. ficus-indica,4.483221477,2.31,0.94,0.21,0.07,296.809,38.99090909,337.0300599,0.101173489,140.7825927,44.81249106
436,PARL 854-3-4,491,16.6,28,70.1,18.2,854,O. ficus-indica,4.222891566,2.31,0.94,0.21,0.07,347.241,44.63636364,365.0530663,0.065334111,142.4131054,45.33149937
437,PARL 854-3-5,394.9,15.9,22,59,20.6,854,O. ficus-indica,3.710691824,2.31,0.94,0.21,0.07,262.108,35.9,274.7322776,0.02590486,119.8387175,38.14584853
438,PARL 854-3-6,490.5,16.5,24.2,62.4,19.6,854,O. ficus-indica,3.781818182,2.31,0.94,0.21,0.07,292.369,44.59090909,313.6094866,0.035792549,129.0095377,41.06501125
439,PARL 854-3-7,348.2,14.5,20.4,54.5,17.4,854,O. ficus-indica,3.75862069,2.31,0.94,0.21,0.07,227.117,31.65454545,232.3207767,0.028579404,110.4263657,35.14980391
440,PARL 854-3-8,385.6,17.1,30.8,68.5,11.8,854,O. ficus-indica,4.005847953,2.31,0.94,0.21,0.07,320.005,35.05454545,413.6535047,0.081803165,153.5758327,48.88470583
441,PARL 854-4-1,258.5,13.2,23.9,58.1,13.6,854,O. ficus-indica,4.401515152,2.31,0.94,0.21,0.07,229.442,23.5,247.7774126,0.083180157,118.9896814,37.87559196
442,PARL 854-4-2,407.3,14.3,24.9,59.1,20.9,854,O. ficus-indica,4.132867133,2.31,0.94,0.21,0.07,232.04,37.02727273,279.656724,0.073120575,125.4121193,39.91991742
443,PARL 854-4-3,355.9,15.6,20.8,55.4,21.3,854,O. ficus-indica,3.551282051,2.31,0.94,0.21,0.07,219.486,32.35454545,254.8459961,0.020408163,114.9381592,36.58595238
444,PARL 854-4-4,484.8,16.3,22.7,58.4,22.3,854,O. ficus-indica,3.582822086,2.31,0.94,0.21,0.07,260.345,44.07272727,290.6051744,0.026929652,123.3483807,39.26300902
445,PARL 854-4-5,580,16.4,28.6,69.4,16.2,854,O. ficus-indica,4.231707317,2.31,0.94,0.21,0.07,364.738,52.72727273,368.3831546,0.073501235,143.9815745,45.83075858
446,PARL 854-4-6,580.2,18.5,24.4,66.4,19.3,854,O. ficus-indica,3.589189189,2.31,0.94,0.21,0.07,342.698,52.74545455,354.528731,0.018914264,135.4123711,43.10309642
447,PARL 854-4-7,301.7,13.3,23.1,58.7,15.7,854,O. ficus-indica,4.413533835,2.31,0.94,0.21,0.07,240.333,27.42727273,241.2978777,0.072485207,116.4357766,37.06265881
448,PARL 854-4-8,414.8,14.8,22.6,56.9,21.6,854,O. ficus-indica,3.844594595,2.31,0.94,0.21,0.07,233.917,37.70909091,262.6999777,0.043495668,118.7767137,37.80780221
